Numero_train;Annee;Mois;Mois_Num;Axe;Numero_segment;Estimation_Nombre_circulation
842167;2023;octobre;10;Artois;C51;6.0
842167;2023;septembre;9;Artois;C51;6.0
842168;2023;août;8;Artois;C51;6.0
842168;2023;février;2;Artois;C51;6.0
842168;2023;janvier;1;Artois;C51;6.0
842168;2023;juillet;7;Artois;C51;6.0
842168;2023;juin;6;Artois;C51;6.0
842168;2023;mars;3;Artois;C51;6.0
842168;2023;octobre;10;Artois;C51;6.0
842168;2023;septembre;9;Artois;C51;6.0
842169;2023;août;8;Artois;C51;6.0
842169;2023;avril;4;Artois;C51;6.0
842169;2023;décembre;12;Artois;C51;7.0
842169;2023;février;2;Artois;C51;6.0
842169;2023;janvier;1;Artois;C51;6.0
842169;2023;juillet;7;Artois;C51;6.0
842169;2023;juin;6;Artois;C51;6.0
842169;2023;mai;5;Artois;C51;6.0
842169;2023;mars;3;Artois;C51;6.0
842169;2023;novembre;11;Artois;C51;7.0
842169;2023;octobre;10;Artois;C51;6.0
842169;2023;septembre;9;Artois;C51;6.0
842170;2023;février;2;Artois;C51;6.0
842170;2023;janvier;1;Artois;C51;6.0
842170;2023;juin;6;Artois;C51;6.0
842170;2023;mai;5;Artois;C51;6.0
842170;2023;mars;3;Artois;C51;6.0
842170;2023;octobre;10;Artois;C51;6.0
842170;2023;septembre;9;Artois;C51;6.0
842171;2023;août;8;Artois;C51;6.0
842171;2023;avril;4;Artois;C51;6.0
842171;2023;décembre;12;Artois;C51;7.0
842171;2023;février;2;Artois;C51;6.0
842171;2023;janvier;1;Artois;C51;6.0
842171;2023;juillet;7;Artois;C51;6.0
842171;2023;juin;6;Artois;C51;6.0
842171;2023;mai;5;Artois;C51;6.0
842171;2023;mars;3;Artois;C51;6.0
842171;2023;novembre;11;Artois;C51;7.0
842171;2023;octobre;10;Artois;C51;6.0
842171;2023;septembre;9;Artois;C51;6.0
842172;2023;février;2;Artois;C51;6.0
842172;2023;janvier;1;Artois;C51;6.0
842172;2023;juin;6;Artois;C51;6.0
842172;2023;mars;3;Artois;C51;6.0
842172;2023;octobre;10;Artois;C51;6.0
842172;2023;septembre;9;Artois;C51;6.0
842173;2023;août;8;Artois;C51;6.0
842173;2023;avril;4;Artois;C51;6.0
842173;2023;décembre;12;Artois;C51;7.0
842173;2023;février;2;Artois;C51;6.0
842173;2023;janvier;1;Artois;C51;6.0
842173;2023;juillet;7;Artois;C51;6.0
842173;2023;juin;6;Artois;C51;6.0
842173;2023;mai;5;Artois;C51;6.0
842173;2023;mars;3;Artois;C51;6.0
842173;2023;novembre;11;Artois;C51;7.0
842173;2023;octobre;10;Artois;C51;6.0
842173;2023;septembre;9;Artois;C51;6.0
842174;2023;février;2;Artois;C51;6.0
842174;2023;janvier;1;Artois;C51;6.0
842174;2023;juin;6;Artois;C51;6.0
842174;2023;mars;3;Artois;C51;6.0
842174;2023;octobre;10;Artois;C51;6.0
842174;2023;septembre;9;Artois;C51;6.0
842175;2023;août;8;Artois;C51;6.0
842175;2023;avril;4;Artois;C51;6.0
842175;2023;décembre;12;Artois;C51;7.0
842175;2023;février;2;Artois;C51;6.0
842175;2023;janvier;1;Artois;C51;6.0
842175;2023;juillet;7;Artois;C51;6.0
842175;2023;juin;6;Artois;C51;6.0
842175;2023;mai;5;Artois;C51;6.0
842175;2023;mars;3;Artois;C51;6.0
842175;2023;novembre;11;Artois;C51;7.0
842175;2023;octobre;10;Artois;C51;6.0
842175;2023;septembre;9;Artois;C51;6.0
842176;2023;avril;4;Artois;K51;5.0
842176;2023;février;2;Artois;K51;4.0
842176;2023;novembre;11;Artois;K51;6.0
842177;2023;août;8;Artois;K51;6.0
842177;2023;avril;4;Artois;K51;5.0
842177;2023;décembre;12;Artois;K51;6.0
842177;2023;février;2;Artois;K51;4.0
842177;2023;janvier;1;Artois;K51;4.0
842177;2023;juillet;7;Artois;K51;5.0
842177;2023;juin;6;Artois;K51;5.0
842177;2023;mai;5;Artois;K51;5.0
842177;2023;mars;3;Artois;K51;5.0
842177;2023;novembre;11;Artois;K51;6.0
842177;2023;octobre;10;Artois;K51;6.0
842177;2023;septembre;9;Artois;K51;5.0
842180;2023;avril;4;Artois;K51;5.0
842180;2023;décembre;12;Artois;K51;6.0
842180;2023;février;2;Artois;K51;4.0
842180;2023;mai;5;Artois;K51;5.0
842180;2023;novembre;11;Artois;K51;6.0
842181;2023;août;8;Artois;K51;6.0
842181;2023;avril;4;Artois;K51;5.0
842181;2023;décembre;12;Artois;K51;6.0
842181;2023;février;2;Artois;K51;4.0
842181;2023;janvier;1;Artois;K51;4.0
842181;2023;juillet;7;Artois;K51;5.0
842181;2023;juin;6;Artois;K51;5.0
842181;2023;mai;5;Artois;K51;5.0
842181;2023;mars;3;Artois;K51;5.0
842181;2023;novembre;11;Artois;K51;6.0
842181;2023;octobre;10;Artois;K51;6.0
842181;2023;septembre;9;Artois;K51;5.0
842184;2023;avril;4;Artois;K51;5.0
842184;2023;décembre;12;Artois;K51;6.0
842184;2023;février;2;Artois;K51;4.0
842184;2023;mai;5;Artois;K51;5.0
842184;2023;novembre;11;Artois;K51;6.0
842185;2023;août;8;Artois;K51;6.0
842185;2023;avril;4;Artois;K51;5.0
842185;2023;décembre;12;Artois;K51;6.0
842185;2023;février;2;Artois;K51;4.0
842185;2023;janvier;1;Artois;K51;4.0
842185;2023;juillet;7;Artois;K51;5.0
842185;2023;juin;6;Artois;K51;5.0
842185;2023;mai;5;Artois;K51;5.0
842185;2023;mars;3;Artois;K51;5.0
842185;2023;novembre;11;Artois;K51;6.0
842185;2023;octobre;10;Artois;K51;6.0
842185;2023;septembre;9;Artois;K51;5.0
842188;2023;avril;4;Artois;K51;5.0
842188;2023;décembre;12;Artois;K51;6.0
842188;2023;février;2;Artois;K51;4.0
842188;2023;mai;5;Artois;K51;5.0
842188;2023;novembre;11;Artois;K51;6.0
842189;2023;août;8;Artois;K51;6.0
842189;2023;avril;4;Artois;K51;5.0
842189;2023;décembre;12;Artois;K51;6.0
842189;2023;février;2;Artois;K51;4.0
842189;2023;janvier;1;Artois;K51;4.0
842189;2023;juillet;7;Artois;K51;5.0
842189;2023;juin;6;Artois;K51;5.0
842189;2023;mai;5;Artois;K51;5.0
842189;2023;mars;3;Artois;K51;5.0
842189;2023;novembre;11;Artois;K51;6.0
842189;2023;octobre;10;Artois;K51;6.0
842189;2023;septembre;9;Artois;K51;5.0
842200;2023;février;2;Artois;K51;4.0
842200;2023;janvier;1;Artois;K51;4.0
842200;2023;juin;6;Artois;K51;5.0
842200;2023;mars;3;Artois;K51;5.0
842200;2023;octobre;10;Artois;K51;6.0
842200;2023;septembre;9;Artois;K51;5.0
842201;2023;août;8;Artois;K51;6.0
842201;2023;avril;4;Artois;K51;5.0
842201;2023;décembre;12;Artois;K51;6.0
842201;2023;février;2;Artois;K51;4.0
842201;2023;janvier;1;Artois;K51;4.0
842201;2023;juillet;7;Artois;K51;5.0
842201;2023;juin;6;Artois;K51;5.0
842201;2023;mai;5;Artois;K51;5.0
842201;2023;mars;3;Artois;K51;5.0
842201;2023;novembre;11;Artois;K51;6.0
842201;2023;octobre;10;Artois;K51;6.0
842201;2023;septembre;9;Artois;K51;5.0
842202;2023;février;2;Artois;K51;4.0
842202;2023;janvier;1;Artois;K51;4.0
842202;2023;juin;6;Artois;K51;5.0
842202;2023;mars;3;Artois;K51;5.0
842202;2023;octobre;10;Artois;K51;6.0
842202;2023;septembre;9;Artois;K51;5.0
842203;2023;août;8;Artois;K51;6.0
842203;2023;avril;4;Artois;K51;5.0
842203;2023;décembre;12;Artois;K51;6.0
842203;2023;février;2;Artois;K51;4.0
842203;2023;janvier;1;Artois;K51;4.0
842203;2023;juillet;7;Artois;K51;5.0
842203;2023;juin;6;Artois;K51;5.0
842203;2023;mai;5;Artois;K51;5.0
842203;2023;mars;3;Artois;K51;5.0
842203;2023;novembre;11;Artois;K51;6.0
842203;2023;octobre;10;Artois;K51;6.0
842203;2023;septembre;9;Artois;K51;5.0
842204;2023;février;2;Artois;K51;4.0
842204;2023;janvier;1;Artois;K51;4.0
842204;2023;juin;6;Artois;K51;5.0
842204;2023;mars;3;Artois;K51;5.0
842204;2023;octobre;10;Artois;K51;6.0
842204;2023;septembre;9;Artois;K51;5.0
842205;2023;août;8;Artois;K51;6.0
842205;2023;avril;4;Artois;K51;5.0
842205;2023;décembre;12;Artois;K51;6.0
842205;2023;février;2;Artois;K51;4.0
842205;2023;janvier;1;Artois;K51;4.0
842205;2023;juillet;7;Artois;K51;5.0
842205;2023;juin;6;Artois;K51;5.0
842205;2023;mai;5;Artois;K51;5.0
842205;2023;mars;3;Artois;K51;5.0
842205;2023;novembre;11;Artois;K51;6.0
842205;2023;octobre;10;Artois;K51;6.0
842205;2023;septembre;9;Artois;K51;5.0
842206;2023;février;2;Artois;K51;4.0
842206;2023;janvier;1;Artois;K51;4.0
842206;2023;juin;6;Artois;K51;5.0
842206;2023;mars;3;Artois;K51;5.0
842206;2023;octobre;10;Artois;K51;6.0
842206;2023;septembre;9;Artois;K51;5.0
842207;2023;août;8;Artois;K51;6.0
842207;2023;avril;4;Artois;K51;5.0
842207;2023;décembre;12;Artois;K51;6.0
842207;2023;février;2;Artois;K51;4.0
842207;2023;janvier;1;Artois;K51;4.0
842207;2023;juillet;7;Artois;K51;5.0
842207;2023;juin;6;Artois;K51;5.0
842207;2023;mai;5;Artois;K51;5.0
842207;2023;mars;3;Artois;K51;5.0
842207;2023;novembre;11;Artois;K51;6.0
842207;2023;octobre;10;Artois;K51;6.0
842207;2023;septembre;9;Artois;K51;5.0
842208;2023;février;2;Artois;K51;4.0
842208;2023;janvier;1;Artois;K51;4.0
842208;2023;juin;6;Artois;K51;5.0
842208;2023;mars;3;Artois;K51;5.0
842208;2023;octobre;10;Artois;K51;6.0
842208;2023;septembre;9;Artois;K51;5.0
842209;2023;août;8;Artois;K51;6.0
842209;2023;avril;4;Artois;K51;5.0
842209;2023;décembre;12;Artois;K51;6.0
842209;2023;février;2;Artois;K51;4.0
842209;2023;janvier;1;Artois;K51;4.0
842209;2023;juillet;7;Artois;K51;5.0
842209;2023;juin;6;Artois;K51;5.0
842209;2023;mai;5;Artois;K51;5.0
842209;2023;mars;3;Artois;K51;5.0
842209;2023;novembre;11;Artois;K51;6.0
842209;2023;octobre;10;Artois;K51;6.0
842209;2023;septembre;9;Artois;K51;5.0
842210;2023;février;2;Artois;K51;4.0
842210;2023;janvier;1;Artois;K51;4.0
842210;2023;juin;6;Artois;K51;5.0
842210;2023;mars;3;Artois;K51;5.0
842210;2023;octobre;10;Artois;K51;6.0
842210;2023;septembre;9;Artois;K51;5.0
842211;2023;août;8;Artois;K51;6.0
842211;2023;avril;4;Artois;K51;5.0
842211;2023;décembre;12;Artois;K51;6.0
842211;2023;février;2;Artois;K51;4.0
842211;2023;janvier;1;Artois;K51;4.0
842211;2023;juillet;7;Artois;K51;5.0
842211;2023;juin;6;Artois;K51;5.0
842211;2023;mai;5;Artois;K51;5.0
842211;2023;mars;3;Artois;K51;5.0
842211;2023;novembre;11;Artois;K51;6.0
842211;2023;octobre;10;Artois;K51;6.0
842211;2023;septembre;9;Artois;K51;5.0
842212;2023;février;2;Artois;K51;4.0
842212;2023;janvier;1;Artois;K51;4.0
842212;2023;juin;6;Artois;K51;5.0
842212;2023;mars;3;Artois;K51;5.0
842212;2023;octobre;10;Artois;K51;6.0
842212;2023;septembre;9;Artois;K51;5.0
842213;2023;août;8;Artois;K51;6.0
842213;2023;avril;4;Artois;K51;5.0
842213;2023;décembre;12;Artois;K51;6.0
842213;2023;février;2;Artois;K51;4.0
842213;2023;janvier;1;Artois;K51;4.0
842213;2023;juillet;7;Artois;K51;5.0
842213;2023;juin;6;Artois;K51;5.0
842213;2023;mai;5;Artois;K51;5.0
842213;2023;mars;3;Artois;K51;5.0
842213;2023;novembre;11;Artois;K51;6.0
842213;2023;octobre;10;Artois;K51;6.0
842213;2023;septembre;9;Artois;K51;5.0
842216;2023;février;2;Artois;K51;4.0
842216;2023;janvier;1;Artois;K51;4.0
842216;2023;juin;6;Artois;K51;5.0
842216;2023;mars;3;Artois;K51;5.0
842216;2023;octobre;10;Artois;K51;6.0
842216;2023;septembre;9;Artois;K51;5.0
842217;2023;août;8;Artois;K51;6.0
842217;2023;avril;4;Artois;K51;5.0
842217;2023;décembre;12;Artois;K51;6.0
842217;2023;février;2;Artois;K51;4.0
842217;2023;janvier;1;Artois;K51;4.0
842217;2023;juillet;7;Artois;K51;5.0
842217;2023;juin;6;Artois;K51;5.0
842217;2023;mai;5;Artois;K51;5.0
842217;2023;mars;3;Artois;K51;5.0
842217;2023;novembre;11;Artois;K51;6.0
842217;2023;octobre;10;Artois;K51;6.0
842217;2023;septembre;9;Artois;K51;5.0
842218;2023;février;2;Artois;K51;4.0
842218;2023;janvier;1;Artois;K51;4.0
842218;2023;juin;6;Artois;K51;5.0
842218;2023;mars;3;Artois;K51;5.0
842218;2023;octobre;10;Artois;K51;6.0
842219;2023;août;8;Artois;K51;6.0
842219;2023;avril;4;Artois;K51;5.0
842219;2023;décembre;12;Artois;K51;6.0
842219;2023;février;2;Artois;K51;4.0
842219;2023;janvier;1;Artois;K51;4.0
842219;2023;juillet;7;Artois;K51;5.0
842219;2023;juin;6;Artois;K51;5.0
842219;2023;mai;5;Artois;K51;5.0
842219;2023;mars;3;Artois;K51;5.0
842219;2023;novembre;11;Artois;K51;6.0
842219;2023;octobre;10;Artois;K51;6.0
842219;2023;septembre;9;Artois;K51;5.0
842220;2023;février;2;Artois;K51;4.0
842220;2023;janvier;1;Artois;K51;4.0
842220;2023;juin;6;Artois;K51;5.0
842220;2023;mars;3;Artois;K51;5.0
842220;2023;octobre;10;Artois;K51;6.0
842220;2023;septembre;9;Artois;K51;5.0
842221;2023;août;8;Artois;K51;6.0
842221;2023;avril;4;Artois;K51;5.0
842221;2023;décembre;12;Artois;K51;6.0
842221;2023;février;2;Artois;K51;4.0
842221;2023;janvier;1;Artois;K51;4.0
842221;2023;juillet;7;Artois;K51;5.0
842221;2023;juin;6;Artois;K51;5.0
842221;2023;mai;5;Artois;K51;5.0
842221;2023;mars;3;Artois;K51;5.0
842221;2023;novembre;11;Artois;K51;6.0
842221;2023;octobre;10;Artois;K51;6.0
842221;2023;septembre;9;Artois;K51;5.0
842222;2023;février;2;Artois;K51;4.0
842222;2023;janvier;1;Artois;K51;4.0
842222;2023;juin;6;Artois;K51;5.0
842222;2023;mars;3;Artois;K51;5.0
842222;2023;octobre;10;Artois;K51;6.0
842222;2023;septembre;9;Artois;K51;5.0
842223;2023;août;8;Artois;K51;6.0
842223;2023;avril;4;Artois;K51;5.0
842223;2023;décembre;12;Artois;K51;6.0
842223;2023;février;2;Artois;K51;4.0
842223;2023;janvier;1;Artois;K51;4.0
842223;2023;juillet;7;Artois;K51;5.0
842223;2023;juin;6;Artois;K51;5.0
842223;2023;mai;5;Artois;K51;5.0
842223;2023;mars;3;Artois;K51;5.0
842223;2023;novembre;11;Artois;K51;6.0
842223;2023;octobre;10;Artois;K51;6.0
842223;2023;septembre;9;Artois;K51;5.0
842250;2023;février;2;Artois;K51;4.0
842250;2023;janvier;1;Artois;K51;4.0
842250;2023;juin;6;Artois;K51;5.0
842250;2023;mars;3;Artois;K51;5.0
842250;2023;octobre;10;Artois;K51;6.0
842250;2023;septembre;9;Artois;K51;5.0
842251;2023;août;8;Artois;K51;6.0
842251;2023;avril;4;Artois;K51;5.0
842251;2023;décembre;12;Artois;K51;6.0
842251;2023;février;2;Artois;K51;4.0
842251;2023;janvier;1;Artois;K51;4.0
842251;2023;juillet;7;Artois;K51;5.0
842251;2023;juin;6;Artois;K51;5.0
842251;2023;mai;5;Artois;K51;5.0
842251;2023;mars;3;Artois;K51;5.0
842251;2023;novembre;11;Artois;K51;6.0
842251;2023;octobre;10;Artois;K51;6.0
842251;2023;septembre;9;Artois;K51;5.0
842252;2023;février;2;Artois;K51;4.0
842252;2023;janvier;1;Artois;K51;4.0
842252;2023;juin;6;Artois;K51;5.0
842252;2023;mars;3;Artois;K51;5.0
842252;2023;octobre;10;Artois;K51;6.0
842252;2023;septembre;9;Artois;K51;5.0
842253;2023;août;8;Artois;K51;6.0
842253;2023;avril;4;Artois;K51;5.0
842253;2023;décembre;12;Artois;K51;6.0
842253;2023;février;2;Artois;K51;4.0
842253;2023;janvier;1;Artois;K51;4.0
842253;2023;juillet;7;Artois;K51;5.0
842253;2023;juin;6;Artois;K51;5.0
842253;2023;mai;5;Artois;K51;5.0
842253;2023;mars;3;Artois;K51;5.0
842253;2023;novembre;11;Artois;K51;6.0
842253;2023;octobre;10;Artois;K51;6.0
842253;2023;septembre;9;Artois;K51;5.0
842254;2023;février;2;Artois;K51;4.0
842254;2023;janvier;1;Artois;K51;4.0
842254;2023;mars;3;Artois;K51;5.0
842254;2023;octobre;10;Artois;K51;6.0
842254;2023;septembre;9;Artois;K51;5.0
842255;2023;août;8;Artois;K51;6.0
842255;2023;avril;4;Artois;K51;5.0
842255;2023;décembre;12;Artois;K51;6.0
842255;2023;février;2;Artois;K51;4.0
842255;2023;janvier;1;Artois;K51;4.0
842255;2023;juillet;7;Artois;K51;5.0
842255;2023;juin;6;Artois;K51;5.0
842255;2023;mai;5;Artois;K51;5.0
842255;2023;mars;3;Artois;K51;5.0
842255;2023;novembre;11;Artois;K51;6.0
842255;2023;octobre;10;Artois;K51;6.0
842255;2023;septembre;9;Artois;K51;5.0
842256;2023;février;2;Artois;K51;4.0
842256;2023;janvier;1;Artois;K51;4.0
842256;2023;juin;6;Artois;K51;5.0
842256;2023;mars;3;Artois;K51;5.0
842256;2023;octobre;10;Artois;K51;6.0
842256;2023;septembre;9;Artois;K51;5.0
842257;2023;août;8;Artois;K51;6.0
842257;2023;avril;4;Artois;K51;5.0
842257;2023;décembre;12;Artois;K51;6.0
842257;2023;février;2;Artois;K51;4.0
842257;2023;janvier;1;Artois;K51;4.0
842257;2023;juillet;7;Artois;K51;5.0
842257;2023;juin;6;Artois;K51;5.0
842257;2023;mai;5;Artois;K51;5.0
842257;2023;mars;3;Artois;K51;5.0
842257;2023;novembre;11;Artois;K51;6.0
842257;2023;octobre;10;Artois;K51;6.0
842257;2023;septembre;9;Artois;K51;5.0
842258;2023;février;2;Artois;K51;4.0
842258;2023;janvier;1;Artois;K51;4.0
842258;2023;juin;6;Artois;K51;5.0
842258;2023;mars;3;Artois;K51;5.0
842258;2023;octobre;10;Artois;K51;6.0
842258;2023;septembre;9;Artois;K51;5.0
842259;2023;août;8;Artois;K51;6.0
842259;2023;avril;4;Artois;K51;5.0
842259;2023;décembre;12;Artois;K51;6.0
842259;2023;février;2;Artois;K51;4.0
842259;2023;janvier;1;Artois;K51;4.0
842259;2023;juillet;7;Artois;K51;5.0
842259;2023;juin;6;Artois;K51;5.0
842259;2023;mai;5;Artois;K51;5.0
842259;2023;mars;3;Artois;K51;5.0
842259;2023;novembre;11;Artois;K51;6.0
842259;2023;octobre;10;Artois;K51;6.0
842259;2023;septembre;9;Artois;K51;5.0
842260;2023;février;2;Artois;K51;4.0
842260;2023;janvier;1;Artois;K51;4.0
842260;2023;juin;6;Artois;K51;5.0
842260;2023;mars;3;Artois;K51;5.0
842260;2023;octobre;10;Artois;K51;6.0
842260;2023;septembre;9;Artois;K51;5.0
842261;2023;août;8;Artois;K51;6.0
842261;2023;avril;4;Artois;K51;5.0
842261;2023;décembre;12;Artois;K51;6.0
842261;2023;février;2;Artois;K51;4.0
842261;2023;janvier;1;Artois;K51;4.0
842261;2023;juillet;7;Artois;K51;5.0
842261;2023;juin;6;Artois;K51;5.0
842261;2023;mai;5;Artois;K51;5.0
842261;2023;mars;3;Artois;K51;5.0
842261;2023;novembre;11;Artois;K51;6.0
842261;2023;octobre;10;Artois;K51;6.0
842261;2023;septembre;9;Artois;K51;5.0
842262;2023;février;2;Artois;K51;4.0
842262;2023;janvier;1;Artois;K51;4.0
842262;2023;juin;6;Artois;K51;5.0
842262;2023;mars;3;Artois;K51;5.0
842262;2023;octobre;10;Artois;K51;6.0
842262;2023;septembre;9;Artois;K51;5.0
842263;2023;août;8;Artois;K51;6.0
842263;2023;avril;4;Artois;K51;5.0
842263;2023;décembre;12;Artois;K51;6.0
842263;2023;février;2;Artois;K51;4.0
842263;2023;janvier;1;Artois;K51;4.0
842263;2023;juillet;7;Artois;K51;5.0
842263;2023;juin;6;Artois;K51;5.0
842263;2023;mai;5;Artois;K51;5.0
842263;2023;mars;3;Artois;K51;5.0
842263;2023;novembre;11;Artois;K51;6.0
842263;2023;octobre;10;Artois;K51;6.0
842263;2023;septembre;9;Artois;K51;5.0
842264;2023;février;2;Artois;K51;4.0
842264;2023;janvier;1;Artois;K51;4.0
842264;2023;juin;6;Artois;K51;5.0
842264;2023;mars;3;Artois;K51;5.0
842264;2023;octobre;10;Artois;K51;6.0
842264;2023;septembre;9;Artois;K51;5.0
842265;2023;août;8;Artois;K51;6.0
842265;2023;avril;4;Artois;K51;5.0
842265;2023;décembre;12;Artois;K51;6.0
842265;2023;février;2;Artois;K51;4.0
842265;2023;janvier;1;Artois;K51;4.0
842265;2023;juillet;7;Artois;K51;5.0
842265;2023;juin;6;Artois;K51;5.0
842265;2023;mai;5;Artois;K51;5.0
842265;2023;mars;3;Artois;K51;5.0
842265;2023;novembre;11;Artois;K51;6.0
842265;2023;octobre;10;Artois;K51;6.0
842265;2023;septembre;9;Artois;K51;5.0
842266;2023;février;2;Artois;K51;4.0
842266;2023;janvier;1;Artois;K51;4.0
842266;2023;juin;6;Artois;K51;5.0
842266;2023;mars;3;Artois;K51;5.0
842266;2023;octobre;10;Artois;K51;6.0
842267;2023;août;8;Artois;K51;6.0
842267;2023;avril;4;Artois;K51;5.0
842267;2023;décembre;12;Artois;K51;6.0
842267;2023;février;2;Artois;K51;4.0
842267;2023;janvier;1;Artois;K51;4.0
842267;2023;juillet;7;Artois;K51;5.0
842267;2023;juin;6;Artois;K51;5.0
842267;2023;mai;5;Artois;K51;5.0
842267;2023;mars;3;Artois;K51;5.0
842267;2023;novembre;11;Artois;K51;6.0
842267;2023;octobre;10;Artois;K51;6.0
842267;2023;septembre;9;Artois;K51;5.0
842268;2023;février;2;Artois;K51;4.0
842268;2023;janvier;1;Artois;K51;4.0
842268;2023;mars;3;Artois;K51;5.0
842268;2023;octobre;10;Artois;K51;6.0
842268;2023;septembre;9;Artois;K51;5.0
842269;2023;août;8;Artois;K51;6.0
842269;2023;avril;4;Artois;K51;5.0
842269;2023;décembre;12;Artois;K51;6.0
842269;2023;février;2;Artois;K51;4.0
842269;2023;janvier;1;Artois;K51;4.0
842269;2023;juillet;7;Artois;K51;5.0
842269;2023;juin;6;Artois;K51;5.0
842269;2023;mai;5;Artois;K51;5.0
842269;2023;mars;3;Artois;K51;5.0
842269;2023;novembre;11;Artois;K51;6.0
842269;2023;octobre;10;Artois;K51;6.0
842269;2023;septembre;9;Artois;K51;5.0
842270;2023;février;2;Artois;K51;4.0
842270;2023;janvier;1;Artois;K51;4.0
842270;2023;juin;6;Artois;K51;5.0
842270;2023;mars;3;Artois;K51;5.0
842270;2023;septembre;9;Artois;K51;5.0
842271;2023;août;8;Artois;K51;6.0
842271;2023;avril;4;Artois;K51;5.0
842271;2023;décembre;12;Artois;K51;6.0
842271;2023;février;2;Artois;K51;4.0
842271;2023;janvier;1;Artois;K51;4.0
842271;2023;juillet;7;Artois;K51;5.0
842271;2023;juin;6;Artois;K51;5.0
842271;2023;mai;5;Artois;K51;5.0
842271;2023;mars;3;Artois;K51;5.0
842271;2023;novembre;11;Artois;K51;6.0
842271;2023;octobre;10;Artois;K51;6.0
842271;2023;septembre;9;Artois;K51;5.0
842272;2023;avril;4;Artois;K51;5.0
842272;2023;février;2;Artois;K51;4.0
842272;2023;novembre;11;Artois;K51;6.0
842273;2023;août;8;Artois;K51;6.0
842273;2023;avril;4;Artois;K51;5.0
842273;2023;décembre;12;Artois;K51;6.0
842273;2023;février;2;Artois;K51;4.0
842273;2023;janvier;1;Artois;K51;4.0
842273;2023;juillet;7;Artois;K51;5.0
842273;2023;juin;6;Artois;K51;5.0
842273;2023;mai;5;Artois;K51;5.0
842273;2023;mars;3;Artois;K51;5.0
842273;2023;novembre;11;Artois;K51;6.0
842273;2023;octobre;10;Artois;K51;6.0
842273;2023;septembre;9;Artois;K51;5.0
842276;2023;avril;4;Artois;K51;5.0
842276;2023;décembre;12;Artois;K51;6.0
842276;2023;février;2;Artois;K51;4.0
842276;2023;mai;5;Artois;K51;5.0
842276;2023;novembre;11;Artois;K51;6.0
842277;2023;août;8;Artois;K51;6.0
842277;2023;avril;4;Artois;K51;5.0
842277;2023;décembre;12;Artois;K51;6.0
842277;2023;février;2;Artois;K51;4.0
842277;2023;janvier;1;Artois;K51;4.0
842277;2023;juillet;7;Artois;K51;5.0
842277;2023;juin;6;Artois;K51;5.0
842277;2023;mai;5;Artois;K51;5.0
842277;2023;mars;3;Artois;K51;5.0
842277;2023;novembre;11;Artois;K51;6.0
842277;2023;octobre;10;Artois;K51;6.0
842277;2023;septembre;9;Artois;K51;5.0
842280;2023;avril;4;Artois;K51;5.0
842280;2023;décembre;12;Artois;K51;6.0
842280;2023;février;2;Artois;K51;4.0
842280;2023;mai;5;Artois;K51;5.0
842280;2023;novembre;11;Artois;K51;6.0
842281;2023;août;8;Artois;K51;6.0
842281;2023;avril;4;Artois;K51;5.0
842281;2023;décembre;12;Artois;K51;6.0
842281;2023;février;2;Artois;K51;4.0
842281;2023;janvier;1;Artois;K51;4.0
842281;2023;juillet;7;Artois;K51;5.0
842281;2023;juin;6;Artois;K51;5.0
842281;2023;mai;5;Artois;K51;5.0
842281;2023;mars;3;Artois;K51;5.0
842281;2023;novembre;11;Artois;K51;6.0
842281;2023;octobre;10;Artois;K51;6.0
842281;2023;septembre;9;Artois;K51;5.0
842284;2023;avril;4;Artois;K51;5.0
842284;2023;décembre;12;Artois;K51;6.0
842284;2023;février;2;Artois;K51;4.0
842284;2023;mai;5;Artois;K51;5.0
842284;2023;novembre;11;Artois;K51;6.0
842285;2023;août;8;Artois;K51;6.0
842285;2023;avril;4;Artois;K51;5.0
842285;2023;décembre;12;Artois;K51;6.0
842285;2023;février;2;Artois;K51;4.0
842285;2023;janvier;1;Artois;K51;4.0
842285;2023;juillet;7;Artois;K51;5.0
842285;2023;juin;6;Artois;K51;5.0
842285;2023;mai;5;Artois;K51;5.0
842285;2023;mars;3;Artois;K51;5.0
842285;2023;novembre;11;Artois;K51;6.0
842285;2023;octobre;10;Artois;K51;6.0
842285;2023;septembre;9;Artois;K51;5.0
842300;2023;août;8;Artois;P53;9.0
842300;2023;avril;4;Artois;P53;8.0
842300;2023;décembre;12;Artois;P53;9.0
842300;2023;février;2;Artois;P53;8.0
842300;2023;janvier;1;Artois;P53;8.0
842300;2023;juillet;7;Artois;P53;9.0
842300;2023;juin;6;Artois;P53;8.0
842300;2023;mai;5;Artois;P53;8.0
842300;2023;mars;3;Artois;P53;8.0
842300;2023;novembre;11;Artois;P53;9.0
842300;2023;octobre;10;Artois;P53;9.0
842300;2023;septembre;9;Artois;P53;9.0
842301;2023;août;8;Artois;P53;9.0
842301;2023;août;8;Artois;P53;9.0
842301;2023;avril;4;Artois;P53;8.0
842301;2023;avril;4;Artois;P53;8.0
842301;2023;décembre;12;Artois;P53;9.0
842301;2023;décembre;12;Artois;P53;9.0
842301;2023;février;2;Artois;P53;8.0
842301;2023;février;2;Artois;P53;8.0
842301;2023;janvier;1;Artois;P53;8.0
842301;2023;janvier;1;Artois;P53;8.0
842301;2023;juillet;7;Artois;P53;9.0
842301;2023;juillet;7;Artois;P53;9.0
842301;2023;juin;6;Artois;P53;8.0
